chr	start	end
chr13	48965495	48966032
chr13	48966177	48966925
chr13	48973984	48974277
chr13	49062719	49064241
chr13	49111321	49111820
chr13	49146187	49146457
chr13	49166298	49166378
chr13	49242004	49243516
chr13	49282682	49283616
chr13	49310975	49311892
chr13	49343121	49343649
chr13	49390232	49390385
chr13	49436342	49437313
chr13	49474560	49474733
chr13	49474965	49475261
chr13	49478581	49478802
chr13	49510684	49510812
chr13	49516256	49517320
chr13	49747868	49749075
chr13	49777388	49778037
chr13	49797674	49797977
chr13	49805026	49805157
chr13	49813262	49813387
chr13	49820034	49820191
chr13	49821302	49821632
chr13	49840803	49841041
chr13	49843868	49844163
chr13	49895328	49895732
chr13	49896702	49896819
chr13	49906078	49906327
chr13	49965083	49965153
chr13	49965314	49965489
chr13	49970799	49970865
chr13	50000728	50001085
chr13	50020335	50020527
chr13	50095729	50096055
chr13	50116592	50116958
chr13	50132480	50132671
chr13	50179299	50179407
chr13	50214855	50215762
chr13	50230496	50230733
chr13	50264830	50265177
chr13	50353894	50353985
chr13	50388606	50388896
chr13	50479816	50480017
chr13	50482817	50483121
chr13	50513210	50513491
chr13	50560230	50560364
chr13	50597076	50597309
chr13	50600119	50600598
chr13	50623711	50624080
chr13	50652447	50652815
chr13	50654432	50654916
chr13	50733742	50733998
chr13	50736806	50737029
chr13	50778789	50778880
chr13	50785343	50785692
chr13	50808710	50809209
chr13	50809488	50809685
chr13	50810847	50811051
chr13	50811548	50812289
chr13	50812998	50813596
chr13	50814017	50815120
chr13	50826053	50826682
chr13	50829510	50829752
chr13	50830640	50830766
chr13	50831058	50831313
chr13	50904418	50904520
chr13	50963717	50963998
chr13	50974686	50974781
chr13	50994801	50995153
chr13	51096108	51096367
chr13	51127748	51128241
chr13	51131179	51131411
chr13	51138930	51139039
chr13	51171817	51171951
chr13	51192527	51192670
chr13	51195287	51196958
chr13	51263888	51264036
chr13	51265566	51265795
chr13	51266267	51267176
chr13	51289431	51289545
chr13	51297966	51298401
chr13	51304385	51304544
chr13	51324740	51324900
chr13	51347828	51347927
chr13	51361302	51361473
chr13	51362800	51363047
chr13	51364997	51365273
chr13	51365842	51366321
chr13	51369227	51369532
chr13	51503983	51504460
chr13	51514097	51515226
chr13	51564203	51564304
chr13	51662420	51663463
chr13	51664084	51664690
chr13	51690044	51690705
chr13	51733049	51734087
chr13	51740283	51741236
chr13	51746990	51747375
chr13	51796793	51796937
chr13	51798032	51798186
chr13	51798662	51798942
chr13	51888195	51889073
chr13	51903297	51903447
chr13	51940873	51941521
chr13	51941863	51943773
chr13	51943891	51944001
chr13	51944155	51944289
chr13	51944704	51945071
chr13	52080929	52081427
chr13	52081952	52082359
chr13	52084197	52084418
chr13	52085810	52085949
chr13	52145952	52146380
chr13	52149148	52149505
chr13	52153457	52153552
chr13	52217823	52218006
chr13	52384947	52385218
chr13	52386718	52386821
chr13	52388681	52389062
chr13	52389653	52390158
chr13	52391412	52391505
chr13	52477314	52477790
chr13	52482624	52483449
chr13	52484174	52484529
chr13	52485564	52485692
chr13	52539888	52540142
chr13	52603119	52603571
chr13	52625765	52626262
chr13	52633320	52633431
chr13	52678252	52679026
chr13	52733487	52733698
chr13	52735877	52736177
chr13	52797789	52797928
chr13	52825578	52825715
chr13	52932180	52932347
chr13	52932915	52933343
chr13	52942526	52942741
chr13	52946439	52946577
chr13	52953960	52954068
chr13	52955524	52955645
chr13	52971101	52971354
chr13	52990416	52990638
chr13	52994035	52994231
chr13	52994877	52994921
chr13	53002767	53003094
chr13	53010159	53010430
chr13	53024611	53025110
chr13	53062745	53063318
chr13	53063651	53064064
chr13	53073771	53074347
chr13	53074738	53074849
chr13	53075328	53075400
chr13	53075556	53077274
chr13	53077402	53077870
chr13	53078173	53078419
chr13	53078655	53078987
chr13	53144761	53144882
chr13	53148187	53148480
chr13	53164598	53164923
chr13	53182047	53182194
chr13	53187050	53187145
chr13	53201809	53201937
chr13	53205073	53205179
chr13	53205763	53205966
chr13	53206184	53206988
chr13	53214112	53214401
chr13	53217041	53217184
chr13	53257646	53257850
chr13	53264515	53264731
chr13	53274177	53274406
chr13	53283519	53283816
chr13	53320324	53320560
chr13	53325939	53326044
chr13	53344444	53344672
chr13	53373983	53374556
chr13	53380102	53381706
chr13	53442613	53442738
chr13	53472448	53473027
chr13	53557374	53558109
chr13	53559937	53560130
chr13	53560429	53560682
chr13	53560887	53561512
chr13	53561793	53561953
chr13	53567584	53568448
chr13	53570932	53571763
chr13	53600162	53600272
chr13	53603920	53604157
chr13	53614984	53615083
chr13	53659909	53660062
chr13	53660229	53660601
chr13	53729785	53729914
chr13	53744452	53744540
chr13	53761796	53761906
chr13	53765690	53766075
chr13	53968315	53968595
chr13	53994038	53994370
chr13	54029400	54029491
chr13	54045498	54045774
chr13	54046326	54046655
chr13	54051658	54051768
chr13	54064073	54064330
chr13	54150511	54151120
chr13	54167088	54167782
chr13	54180871	54181061
chr13	54184163	54184456
chr13	54228210	54228417
chr13	54287474	54287649
chr13	54397919	54399078
chr13	54416340	54416737
chr13	54472800	54473496
chr13	54473713	54473863
chr13	54480304	54480537
chr13	54493743	54493869
chr13	54495985	54496112
chr13	54500984	54501106
chr13	54522402	54522683
chr13	54523529	54523692
chr13	54524308	54524944
chr13	54534888	54534998
chr13	54564579	54564898
chr13	54569810	54570314
chr13	54582763	54583043
chr13	54583389	54583463
chr13	54604847	54605838
chr13	54666031	54666779
chr13	54676352	54676828
chr13	54677002	54677201
chr13	54691045	54692396
chr13	54712331	54712984
chr13	54717671	54717740
chr13	54722994	54723905
chr13	54724033	54724161
chr13	54788469	54789723
chr13	54794789	54795761
chr13	54828054	54828159
chr13	54839056	54839218
chr13	54839349	54839771
chr13	54850574	54851425
chr13	54859373	54859965
chr13	54860278	54860381
chr13	54867225	54868130
chr13	54872595	54872904
chr13	54875355	54875677
chr13	54876914	54877217
chr13	54890486	54891373
chr13	54894597	54894728
chr13	54906848	54907248
chr13	54930943	54931063
chr13	54940051	54940310
chr13	54975992	54976383
chr13	54996659	54996756
chr13	55009276	55009553
chr13	55049817	55051390
chr13	55057299	55057767
chr13	55097728	55097934
chr13	55098610	55098762
chr13	55104624	55105099
chr13	55107072	55107722
chr13	55114665	55114769
chr13	55128194	55128616
chr13	55200915	55201719
chr13	55206609	55207161
chr13	55253859	55254720
chr13	55261314	55261710
chr13	55262620	55262895
chr13	55268260	55268519
chr13	55283831	55283921
chr13	55286353	55287056
chr13	55291538	55291896
chr13	55311133	55314269
chr13	55422783	55424107
chr13	55430787	55431813
chr13	55463334	55464300
chr13	55480400	55480491
chr13	55480695	55481066
chr13	55516210	55516715
chr13	55521458	55522729
chr13	55538646	55538706
chr13	55545811	55547506
chr13	55565430	55566238
chr13	55572671	55574384
chr13	55582867	55582980
chr13	55588725	55589538
chr13	55614193	55615042
chr13	55624864	55624959
chr13	55625360	55625601
chr13	55635448	55635578
chr13	55636690	55636857
chr13	55637151	55638204
chr13	55671900	55672749
chr13	55694443	55695022
chr13	55700972	55701955
chr13	55707273	55707415
chr13	55723532	55724873
chr13	55726384	55726498
chr13	55736243	55737082
chr13	55739442	55739552
chr13	55741183	55741318
chr13	55749146	55749312
chr13	55794332	55795105
chr13	55815882	55816519
chr13	55819356	55819435
chr13	55828575	55829249
chr13	55829375	55829535
chr13	55842007	55842122
chr13	55846073	55846272
chr13	55851432	55851601
chr13	55851807	55852021
chr13	55855871	55856013
chr13	55863376	55863521
chr13	55863860	55864081
chr13	55864283	55864425
chr13	55880501	55880862
chr13	55881557	55882068
chr13	55882237	55882359
chr13	55884809	55885098
chr13	55899103	55899274
chr13	55926531	55928126
chr13	55929770	55930364
chr13	55931392	55931692
chr13	55931931	55933302
chr13	55936854	55937720
chr13	55938374	55938663
chr13	55994954	55995082
chr13	56024624	56024717
chr13	56057898	56058283
chr13	56063857	56063931
chr13	56064386	56064856
chr13	56092652	56092733
chr13	56105641	56105735
chr13	56126240	56126481
chr13	56175201	56175500
chr13	56175749	56175897
chr13	56176640	56176871
chr13	56189532	56189874
chr13	56190073	56190476
chr13	56191311	56191419
chr13	56196711	56196867
chr13	56228968	56229134
chr13	56236043	56237133
chr13	56272315	56272417
chr13	56298852	56299012
chr13	56309992	56310408
chr13	56322489	56322788
chr13	56322971	56323230
chr13	56323377	56324058
chr13	56325089	56325234
chr13	56352664	56353898
chr13	56359603	56360698
chr13	56360823	56361140
chr13	56361689	56361897
chr13	56396917	56397762
chr13	56397892	56398047
chr13	56405413	56405651
chr13	56427540	56427609
chr13	56441012	56441122
chr13	56442784	56442990
chr13	56461025	56461264
chr13	56473860	56474012
chr13	56475387	56475505
chr13	56523863	56523977
chr13	56539657	56540417
chr13	56558021	56558110
chr13	56594459	56594690
chr13	56623621	56624178
chr13	56628346	56628479
chr13	56635137	56635286
chr13	56638252	56638492
chr13	56663665	56663827
chr13	56710872	56711248
chr13	56720424	56720589
chr13	56803818	56804009
chr13	56804179	56805278
chr13	56814301	56814571
chr13	56815974	56816153
chr13	56819050	56819174
chr13	56819456	56820298
chr13	56820810	56821216
chr13	56854351	56855313
chr13	56866707	56866992
chr13	56908278	56908540
chr13	56911431	56911937
chr13	56962300	56962494
chr13	56988568	56989402
chr13	57012588	57012643
chr13	57071605	57071802
chr13	57085106	57085202
chr13	57116962	57117063
chr13	57130816	57130924
chr13	57158047	57158326
chr13	57161035	57161128
chr13	57210416	57211084
chr13	57383673	57383796
chr13	57386067	57386305
chr13	57420320	57420462
chr13	57439305	57439708
chr13	57494369	57494536
chr13	57530264	57530731
chr13	57744593	57744709
chr13	57769869	57769897
chr13	57823735	57823954
chr13	57969878	57970015
chr13	58008884	58009813
chr13	58046831	58047342
chr13	58056391	58056603
chr13	58072498	58072662
chr13	58073074	58073388
chr13	58096848	58097057
chr13	58106852	58106978
chr13	58120067	58120334
chr13	58134625	58134785
chr13	58141311	58141697
chr13	58172763	58172994
chr13	58196523	58196698
chr13	58206528	58206655
chr13	58213551	58213678
chr13	58214436	58214860
chr13	58216391	58216674
chr13	58228649	58230824
chr13	58247551	58248006
chr13	58258976	58259258
chr13	58261607	58262283
chr13	58264978	58265185
chr13	58316212	58316638
chr13	58316759	58317732
chr13	58374665	58376369
chr13	58445786	58445908
chr13	58460012	58460654
chr13	58475865	58476018
chr13	58476426	58476864
chr13	58485905	58486743
chr13	58499234	58499311
chr13	58502527	58504963
chr13	58551962	58552124
chr13	58554264	58554690
chr13	58573013	58573546
chr13	58595743	58595894
chr13	58606334	58606560
chr13	58608627	58608962
chr13	58716197	58716935
chr13	58747000	58747095
chr13	58757169	58757480
chr13	58775731	58775937
chr13	58833296	58833527
chr13	58858041	58858141
chr13	58875731	58875841
chr13	58878258	58878415
chr13	58880544	58881024
chr13	58907749	58910285
chr13	58923337	58923425
chr13	58939074	58939248
chr13	59023554	59023836
chr13	59081326	59081571
chr13	59084364	59084545
chr13	59123221	59123473
chr13	59123856	59124039
chr13	59144123	59144383
chr13	59144541	59144671
chr13	59175283	59175550
chr13	59208907	59209217
chr13	59222863	59223316
chr13	59226173	59226750
chr13	59227103	59227212
chr13	59227796	59227918
chr13	59228709	59228897
chr13	59230418	59230705
chr13	59234520	59234674
chr13	59234966	59235001
chr13	59282500	59282802
chr13	59299037	59299290
chr13	59315460	59315763
chr13	59315966	59316059
chr13	59430793	59431076
chr13	59465005	59465233
chr13	59578370	59578487
chr13	59578970	59579055
chr13	59627352	59627537
chr13	59657999	59659037
chr13	59686450	59687231
chr13	59776393	59776621
chr13	59776805	59777425
chr13	59789866	59790149
chr13	59805766	59805977
chr13	59827570	59827888
chr13	59842615	59842770
chr13	59870092	59870287
chr13	59870675	59871865
chr13	59923904	59924747
chr13	59954640	59954747
chr13	59967672	59967825
chr13	59983280	59983646
chr13	60018041	60018187
chr13	60024256	60024433
chr13	60042497	60042626
chr13	60070455	60070581
chr13	60072839	60073056
chr13	60123044	60123312
chr13	60124779	60124882
chr13	60128442	60128958
chr13	60129648	60130041
chr13	60157867	60158097
chr13	60223857	60224467
chr13	60227706	60227953
chr13	60276656	60279444
chr13	60279874	60280006
chr13	60285519	60285656
chr13	60298170	60298400
chr13	60299812	60299946
chr13	60303601	60304164
chr13	60304693	60305152
chr13	60307260	60307481
chr13	60341429	60341552
chr13	60349965	60350303
chr13	60419614	60419710
chr13	60430178	60430452
chr13	60491050	60491191
chr13	60527471	60527618
chr13	60582423	60582690
chr13	60598952	60599121
chr13	60599284	60599381
chr13	60702824	60704015
chr13	60850660	60850748
chr13	60858717	60858769
chr13	60862146	60862716
chr13	60873254	60873489
chr13	60957375	60957825
chr13	61051329	61051772
chr13	61052557	61052775
chr13	61081778	61082108
chr13	61123681	61123983
chr13	61203760	61204043
chr13	61205000	61205496
chr13	61213453	61213873
chr13	61214727	61214847
chr13	61237222	61237472
chr13	61242077	61242399
chr13	61498858	61499039
chr13	61523496	61524178
chr13	61565021	61565229
chr13	61686871	61687230
chr13	61732723	61732842
chr13	61767231	61767462
chr13	61824903	61825019
chr13	61935073	61935346
chr13	62039125	62039360
chr13	62052416	62052833
chr13	62053975	62054500
chr13	62055332	62055468
chr13	62059586	62059753
chr13	62110064	62110225
chr13	62117274	62117472
chr13	62136711	62136838
chr13	62193737	62194522
chr13	62231249	62231601
chr13	62354849	62355257
chr13	62396888	62397701
chr13	62405423	62405858
chr13	62406453	62406965
chr13	62439515	62439648
chr13	62439897	62440216
chr13	62441329	62441673
chr13	62520330	62521649
chr13	62543107	62543418
chr13	62568072	62568206
chr13	62574550	62574721
chr13	62576118	62576297
chr13	62579194	62579318
chr13	62579600	62580385
chr13	62581028	62581488
chr13	62630262	62630548
chr13	62650283	62650450
chr13	62656766	62656912
chr13	62657956	62658654
chr13	62659857	62660014
chr13	62693635	62693825
chr13	62760776	62761112
chr13	62762363	62762686
chr13	62765146	62765728
chr13	62817298	62817550
chr13	62861935	62862047
chr13	62914305	62914700
chr13	62915710	62915962
chr13	62916444	62916695
chr13	62956233	62956416
chr13	62958447	62958568
chr13	62989241	62989391
chr13	63009023	63009143
chr13	63046089	63046187
chr13	63057944	63058162
chr13	63066128	63066699
chr13	63068824	63069118
chr13	63069972	63070059
chr13	63244595	63244759
chr13	63245715	63246146
chr13	63258313	63258583
chr13	63262769	63262882
chr13	63263122	63263297
chr13	63263420	63263965
chr13	63264661	63265008
chr13	63319369	63319658
chr13	63321061	63321240
chr13	63323215	63323479
chr13	63323939	63324379
chr13	63341284	63341799
chr13	63373360	63373504
chr13	63373984	63374653
chr13	63532432	63533152
chr13	63539021	63539138
chr13	63615009	63615287
chr13	63664416	63665375
chr13	63665589	63666145
chr13	63666265	63666474
chr13	63666731	63667823
chr13	63668108	63668372
chr13	63668896	63669903
chr13	63670258	63670418
chr13	63673695	63674816
chr13	63916168	63916978
chr13	64002746	64003403
chr13	64047380	64047809
chr13	64230528	64230837
chr13	64253399	64255076
chr13	64255437	64255522
chr13	64263057	64263754
chr13	64264071	64264679
chr13	64271202	64271428
chr13	64311909	64312005
chr13	64349818	64350319
chr13	64375225	64376961
chr13	64413455	64413585
chr13	64413712	64414141
chr13	64471147	64471843
chr13	64471998	64472231
chr13	64528853	64528912
chr13	64533693	64534192
chr13	64559025	64559166
chr13	64559476	64559626
chr13	64559774	64559880
chr13	64560239	64560347
chr13	64587289	64587401
chr13	64599841	64600198
chr13	64601315	64601421
chr13	64601898	64602279
chr13	64611425	64611876
chr13	64690040	64690705
chr13	64722991	64723148
chr13	64750034	64750544
chr13	64804508	64804609
chr13	64935138	64935248
chr13	64935999	64936339
chr13	64979446	64979964
chr13	64980480	64981230
chr13	64984795	64985237
chr13	64986403	64986587
chr13	65029588	65030066
chr13	65075102	65075336
chr13	65097585	65098370
chr13	65157762	65158298
chr13	65158817	65159161
chr13	65213841	65214369
chr13	65277188	65277554
chr13	65342180	65343913
chr13	65358735	65359037
chr13	65359415	65359772
chr13	65360038	65361324
chr13	65379619	65380371
chr13	65411425	65411794
chr13	65412206	65412402
chr13	65412581	65412890
chr13	65425504	65425822
chr13	65453115	65453613
chr13	65480414	65480665
chr13	65481509	65481596
chr13	65503174	65503613
chr13	65521108	65521730
chr13	65545007	65545155
chr13	65619754	65620187
chr13	65622031	65622289
chr13	65663680	65664288
chr13	65690987	65691193
chr13	65692024	65692161
chr13	65762957	65763089
chr13	65827264	65827894
chr13	65991395	65992114
chr13	66082854	66082960
chr13	66088792	66089157
chr13	66098121	66098370
chr13	66101351	66101957
chr13	66108527	66108838
chr13	66113311	66113656
chr13	66114370	66114899
chr13	66115068	66115190
chr13	66115455	66115568
chr13	66118467	66118780
chr13	66120067	66120317
chr13	66164380	66164528
chr13	66245062	66245177
chr13	66246037	66246145
chr13	66300392	66300965
chr13	66330236	66330599
chr13	66331303	66332117
chr13	66332352	66332495
chr13	66335383	66335680
chr13	66336959	66337249
chr13	66348769	66349386
chr13	66368098	66368304
chr13	66427704	66427793
chr13	66475878	66476045
chr13	66481750	66481952
chr13	66519575	66519644
chr13	66519904	66520194
chr13	66686879	66687226
chr13	66687688	66687952
chr13	66720491	66720734
chr13	66741228	66741325
chr13	66742827	66742925
chr13	66815663	66815773
chr13	66815913	66816099
chr13	66816279	66816381
chr13	66816641	66816922
chr13	66872638	66872799
chr13	66908497	66909123
chr13	66935984	66936175
chr13	66969095	66969776
chr13	67005919	67006367
chr13	67033555	67034760
chr13	67161951	67162195
chr13	67182275	67182474
chr13	67209356	67209635
chr13	67256112	67256378
chr13	67332902	67332992
chr13	67335150	67335416
chr13	67522200	67522414
chr13	67585187	67585377
chr13	67600868	67601360
chr13	67627059	67627277
chr13	67653662	67654277
chr13	67728057	67728255
chr13	67742894	67743020
chr13	67743208	67743537
chr13	67743752	67744097
chr13	67744342	67744526
chr13	67745035	67745420
chr13	67745962	67746091
chr13	67746820	67747275
chr13	67747697	67748580
chr13	67748815	67749003
chr13	67787267	67787462
chr13	67855990	67856169
chr13	67911366	67911580
chr13	67914818	67915186
chr13	67931938	67932077
chr13	67963819	67964015
chr13	67964199	67964757
chr13	67985104	67985189
chr13	67985329	67985575
chr13	67985929	67986045
chr13	67987203	67987395
chr13	67987584	67987833
chr13	67988051	67989178
chr13	67989474	67990146
chr13	67990365	67990631
chr13	67992124	67992281
chr13	67992471	67992715
chr13	67992835	67994112
chr13	67999345	67999654
chr13	68015826	68017008
chr13	68017393	68017682
chr13	68018997	68019254
chr13	68019439	68020126
chr13	68021351	68021563
chr13	68022201	68022280
chr13	68096033	68096216
chr13	68096799	68097073
chr13	68200055	68200187
chr13	68210379	68210854
chr13	68211849	68212174
chr13	68229500	68230274
chr13	68234233	68235548
chr13	68237250	68237825
chr13	68238487	68238674
chr13	68239871	68240049
chr13	68289217	68289647
chr13	68293775	68293884
chr13	68312683	68312821
chr13	68355843	68356539
chr13	68375911	68376837
chr13	68435461	68436289
chr13	68465270	68465639
chr13	68498675	68499711
chr13	68500214	68500479
chr13	68501564	68502098
chr13	68502283	68502970
chr13	68504195	68504346
chr13	68513736	68513802
chr13	68565704	68566137
chr13	68583456	68583656
chr13	68584877	68585018
chr13	68585765	68585987
chr13	68588141	68588411
chr13	68588544	68589041
chr13	68609471	68609640
chr13	68613523	68613921
chr13	68685996	68686108
chr13	68711265	68711392
chr13	68720411	68721602
chr13	68723404	68723872
chr13	68759144	68759245
chr13	68759547	68759640
chr13	68790758	68790861
chr13	69038447	69038683
chr13	69122986	69123198
chr13	69136719	69137214
chr13	69137663	69138514
chr13	69224608	69224898
chr13	69297587	69297783
chr13	69310056	69310721
chr13	69382189	69382409
chr13	69497648	69497990
chr13	69526991	69527092
chr13	69620580	69620818
chr13	69620991	69621369
chr13	69626561	69627056
chr13	69629108	69629456
chr13	69672303	69674502
chr13	69722064	69722221
chr13	69749804	69751516
chr13	69836297	69836386
chr13	69877272	69878980
chr13	69879200	69879586
chr13	69917127	69917238
chr13	69948705	69949100
chr13	69972307	69972519
chr13	70021047	70021291
chr13	70021519	70022175
chr13	70142512	70142747
chr13	70146456	70146598
chr13	70290909	70291056
chr13	70333475	70333545
chr13	70338853	70339062
chr13	70775562	70775927
chr13	70776104	70777099
chr13	70980150	70980559
chr13	71170874	71170984
chr13	71189724	71189914
chr13	71192047	71192597
chr13	71243761	71244345
chr13	71297640	71297750
chr13	71402631	71402927
chr13	71488568	71489330
chr13	71498216	71498475
chr13	71520474	71520690
chr13	71543439	71543583
chr13	71567474	71567772
chr13	71596149	71596385
chr13	71629193	71629535
chr13	71990285	71990594
chr13	72017087	72017448
chr13	72094666	72095115
chr13	72095255	72095678
chr13	72095849	72096401
chr13	72096722	72097705
chr13	72099272	72099557
chr13	72099723	72101857
chr13	72105348	72105647
chr13	72165714	72165949
chr13	72173332	72173627
chr13	72336213	72336346
chr13	72403368	72403449
chr13	72436173	72436256
chr13	72439218	72440203
chr13	72503477	72503705
chr13	72529295	72530225
chr13	72592500	72592664
chr13	72761576	72762280
chr13	72762787	72762883
chr13	72764928	72767438
chr13	72767969	72769407
chr13	72773874	72773948
chr13	72775947	72776468
chr13	72776607	72777476
chr13	72814865	72815324
chr13	72954091	72954195
chr13	73146655	73146874
chr13	73152865	73153029
chr13	73281699	73282260
chr13	73283127	73283514
chr13	73297867	73298034
chr13	73397851	73398322
chr13	73398485	73398596
chr13	73400471	73401473
chr13	73401872	73402050
chr13	73402946	73403255
chr13	73404913	73405039
chr13	73406004	73406460
chr13	73406682	73406934
chr13	73408373	73408517
chr13	73408651	73408924
chr13	73409151	73409456
chr13	73409589	73409723
chr13	73455314	73455454
chr13	73465700	73466057
chr13	73468444	73468992
chr13	73503258	73503401
chr13	73604625	73605534
chr13	73652442	73652509
chr13	73653809	73653998
chr13	73673703	73674394
chr13	73741237	73741859
chr13	73764239	73765019
chr13	73870441	73870769
chr13	73901032	73901600
chr13	73984399	73985147
chr13	74014896	74015293
chr13	74016383	74016734
chr13	74074880	74075566
chr13	74075970	74076148
chr13	74146565	74147978
chr13	74199465	74199795
chr13	74258592	74259166
chr13	74259374	74259497
chr13	74304371	74304527
chr13	74345973	74346336
chr13	74397437	74397687
chr13	74429714	74429952
chr13	74454515	74455106
chr13	74487377	74488000
chr13	74494089	74494154
chr13	74521860	74522041
chr13	74543939	74544279
chr13	74553433	74553586
chr13	74555018	74555624
chr13	74577522	74577831
chr13	74600208	74600450
chr13	74631453	74631659
chr13	74671560	74671794
chr13	74701376	74701608
chr13	74709622	74709787
chr13	74746868	74747072
chr13	74770983	74771135
chr13	74777312	74777750
chr13	74843199	74843625
chr13	74908005	74908208
chr13	74945056	74945467
chr13	74945803	74946017
chr13	74948565	74948983
chr13	74949706	74950125
chr13	74973441	74973600
chr13	75227230	75227350
chr13	75227616	75228015
chr13	75309176	75309585
chr13	75343529	75343732
chr13	75346178	75346341
chr13	75348112	75348496
chr13	75591272	75591813
chr13	75750443	75750546
chr13	75814543	75815132
chr13	75815673	75815968
chr13	75817879	75818092
chr13	75819455	75819632
chr13	75835153	75835432
chr13	75836236	75836528
chr13	75844695	75846068
chr13	75965503	75965655
chr13	75966227	75966554
chr13	75999786	76000161
chr13	76080687	76081505
chr13	76091616	76091736
chr13	76155528	76156194
chr13	76170263	76170598
chr13	76172401	76172813
chr13	76173944	76174145
chr13	76192813	76194421
chr13	76235821	76236663
chr13	76341404	76341618
chr13	76483341	76483662
chr13	76521378	76522847
chr13	76635452	76635825
chr13	76637308	76637632
chr13	76639703	76640066
chr13	77130797	77130997
chr13	77132112	77132363
chr13	77133110	77133632
chr13	77134367	77134935
chr13	77135648	77136090
chr13	77181321	77181537
chr13	77248838	77249087
chr13	77274298	77275151
chr13	77367380	77367657
chr13	77368993	77369200
chr13	77372127	77372240
chr13	77372481	77373294
chr13	77374012	77374528
chr13	77512091	77512291
chr13	77568232	77568432
chr13	77677196	77677708
chr13	77708698	77709376
chr13	77715835	77716321
chr13	77737531	77737799
chr13	77739205	77739365
chr13	77742305	77742387
chr13	77742628	77743537
chr13	77744158	77744558
chr13	77750112	77750206
chr13	77770622	77770745
chr13	77776865	77777039
chr13	77777318	77777503
chr13	77778694	77779117
chr13	77779323	77780142
chr13	77780990	77781469
chr13	77781989	77782975
chr13	77812864	77813342
chr13	77814054	77814166
chr13	77847898	77848193
chr13	77863971	77864148
chr13	77993203	77993297
chr13	78090542	78090765
chr13	78189493	78189956
chr13	78213657	78213874
chr13	78277981	78278354
chr13	78302530	78302943
chr13	78303088	78303236
chr13	78318632	78318925
chr13	78320305	78320816
chr13	78320960	78321171
chr13	78333877	78335025
chr13	78337118	78338077
chr13	78338197	78338965
chr13	78341220	78341504
chr13	78341930	78342953
chr13	78348851	78349151
chr13	78349342	78350079
chr13	78351474	78351592
chr13	78376523	78376747
chr13	78498050	78498434
chr13	78867821	78868143
chr13	79085178	79085492
chr13	79329176	79329272
chr13	79403453	79403864
chr13	79698434	79698737
chr13	79702900	79703278
chr13	79703846	79704717
chr13	79705008	79705086
chr13	79707983	79708434
chr13	79709622	79709874
chr13	79807296	79807486
chr13	80042964	80043149
chr13	80061207	80061451
chr13	80076226	80076416
chr13	80163448	80164143
chr13	80416760	80417178
chr13	80568256	80568565
chr13	80630571	80631065
chr13	80651673	80651968
chr13	80724125	80724319
chr13	80822489	80822916
chr13	80840439	80841121
chr13	80842095	80842466
chr13	81022324	81022719
chr13	81022976	81023107
chr13	81023921	81024144
chr13	81024465	81025746
chr13	81102148	81103174
chr13	81163447	81164368
chr13	81203663	81204205
chr13	81222641	81223104
chr13	81224816	81225591
chr13	81333970	81334077
chr13	81572691	81572940
chr13	81574551	81574627
chr13	81591976	81592104
chr13	81659913	81660109
chr13	81771856	81772418
chr13	81795622	81795738
chr13	81796438	81797392
chr13	81814914	81815066
chr13	81833678	81833761
chr13	81849667	81851005
chr13	81921817	81922864
chr13	81949977	81950053
chr13	82030015	82030491
chr13	82031073	82031909
chr13	82032144	82032252
chr13	82035175	82035396
chr13	82036745	82037039
chr13	82084709	82084857
chr13	82192239	82192374
chr13	82250409	82250774
chr13	82260032	82260124
chr13	82347000	82347988
chr13	82348744	82349019
chr13	82464719	82464998
chr13	82474741	82475181
chr13	82749453	82749554
chr13	82833217	82833612
chr13	82959472	82959695
chr13	83274663	83275093
chr13	83275807	83276139
chr13	83325835	83326321
chr13	83332950	83333201
chr13	83558086	83558480
chr13	83559127	83559671
chr13	83563202	83563449
chr13	83564804	83564983
chr13	83657248	83657557
chr13	83662648	83662957
chr13	83663314	83663506
chr13	83802107	83802212
chr13	83853355	83853580
chr13	83854697	83854903
chr13	83855185	83855462
chr13	83855655	83856256
chr13	83859329	83859932
chr13	83860497	83860850
chr13	83861452	83861662
chr13	83864786	83864872
chr13	83866536	83867313
chr13	83869150	83869589
chr13	83870179	83871106
chr13	83872344	83872558
chr13	83872874	83873320
chr13	83877453	83877838
chr13	83879225	83879441
chr13	83884739	83884940
chr13	84361698	84362415
chr13	84485445	84485970
chr13	84486879	84487228
chr13	84487535	84487827
chr13	84488005	84488987
chr13	84562627	84562913
chr13	84580738	84581168
chr13	84629108	84630159
chr13	84675824	84676110
chr13	84974329	84974785
chr13	85009622	85009906
chr13	85077043	85077391
chr13	85252375	85252511
chr13	85282870	85283113
chr13	85328959	85329403
chr13	85427810	85429454
chr13	85469080	85469498
chr13	85543810	85543964
chr13	85546903	85547291
chr13	85608648	85610152
chr13	85738592	85738953
chr13	85739617	85740453
chr13	85740688	85740796
chr13	85743219	85743296
chr13	85744826	85745074
chr13	85811996	85812459
chr13	85872361	85872512
chr13	85984005	85985337
chr13	86075112	86075308
chr13	86185834	86186495
chr13	86328679	86329178
chr13	86329457	86329654
chr13	86330833	86331256
chr13	86331462	86332239
chr13	86332927	86333172
chr13	86333969	86335145
chr13	86427810	86427908
chr13	86464431	86464701
chr13	86466459	86466561
chr13	86489056	86489569
